user_id,name,birthday,gender,prefecture,register_date,is_premium
12631,光山 亜希乃,,2,北海道,,false
12772,長野 玲香,1993-02-20,2,北海道,2018-09-06,false
12914,磯部 有美,1978-04-13,2,北海道,2019-12-08,false
13563,半田 早紀子,1991-02-01,2,北海道,2017-08-30,false
14147,堀田 志津子,1993-11-10,2,北海道,2018-08-13,false
14160,樋口 由里,1975-06-14,2,北海道,2018-03-29,false
14726,土門 茉梨奈,1999-08-19,2,北海道,2019-02-28,false
14791,上原 かなえ,1971-04-17,2,北海道,2019-01-06,false
15026,倉島 枝実,,2,北海道,,false
15654,黒田 佑子,1976-05-29,2,北海道,2019-02-19,false
16296,田代 千恵,2000-02-22,2,北海道,2017-08-01,false
16730,玉井 由香,,2,北海道,,false
17230,井出 まりあ,1991-06-23,2,北海道,2018-07-09,true
18338,垣本 隆子,1992-05-15,2,北海道,,false
18589,藤谷 沙夜,1978-10-23,2,北海道,2017-01-16,true
19611,山浦 由利菜,1976-03-18,2,北海道,2017-03-31,true
12881,桑原 恭子,1995-08-02,2,和歌山,2018-10-06,false
15106,勝間田 郁美,1993-12-31,2,和歌山,2019-02-26,false
16226,水野 菜穂子,,2,和歌山,,false
10319,岩脇 千花,1997-02-22,2,神奈川,,false
10448,蛭田 泰子,1972-10-07,2,神奈川,2019-11-23,false
11010,大内 由貴子,1975-08-25,2,神奈川,,false
11435,吉永 明日美,1979-09-04,2,神奈川,,false
11512,岩下 はづき,1974-02-20,2,神奈川,2019-03-22,false
11846,竹原 伸子,1990-07-03,2,神奈川,2017-07-30,false
11893,江 登美,1980-04-22,2,神奈川,2017-10-27,false
11983,平嶋 貴代,1979-11-27,2,神奈川,2019-11-18,false
14266,神崎 沙梨,,2,神奈川,,false
14304,秋田 えり子,1995-04-30,2,神奈川,2019-10-13,false
15220,菊地 朋香,1973-09-22,2,神奈川,2018-09-22,false
15432,富永 由佳,1979-02-26,2,神奈川,2019-12-09,false
15899,鹿内 由香莉,1996-08-21,2,神奈川,2017-07-23,false
16151,川手 千愛,1969-07-15,2,神奈川,2019-03-04,false
16598,小林 智香,,2,神奈川,,false
17257,柳生 伊奈,1968-09-03,2,神奈川,2017-07-08,true
17264,村井 友恵,1975-06-07,2,神奈川,2018-02-16,true
17440,水谷 沙央里,1996-02-18,2,神奈川,2018-02-15,true
17449,長瀬 美喜子,1994-07-05,2,神奈川,2017-09-20,true
17807,森 千亜紀,1990-04-12,2,神奈川,2018-08-01,true
18945,新開 智栄美,,2,神奈川,,false
19392,本井 汐理,1971-06-07,2,神奈川,2018-03-16,true
17049,土屋 光恵,1970-03-23,2,鹿児島,2017-06-07,false
17438,河村 由理,1977-06-16,2,鹿児島,2018-02-21,true
